Timestamp,Gender,Age group,Profession,Average screen time on daily basis (phone or laptop),Average time spent on social media on daily basis,What's your most used social media platform?,Your content-format preference while using Instagram,Your content-format preference while using Youtube,What kind of content do you prefer?,Do you feel that consuming short-form content has reduced your ability to focus on longer tasks or content? ,  How long can you stay focused on a task without getting distracted?  ,Do you find it difficult to focus on longer videos or read articles after consuming short-form content?,Do you feel addicted to these platforms and short-length contents?,How do you feel after spending time watching short-form videos?,Have you ever tried to reduce the time spent on short-form videos?,Has it affected your productivity in terms of work and life?
2025-01-15 16:49:58.989,Male,30-40,Employed,2-4hours,< 2 hours,Youtube,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,10-30mins,No,No,Neutral,Yes and i was successful,Yes
2025-01-14 20:31:54.981,Male,20-30,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",No,> 30 mins,No,No,Entertained,Yes and i was successful,No
2025-01-14 20:32:11.037,Female,20-30,Student,2-4hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Lifestyle, Fitness",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Sometimes
2025-01-15 21:47:48.409,Male,30-40,"Student, Employed","2-4hours, 8+ hours",2-4 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,> 30 mins,No,No,Entertained,Yes and i was successful,Sometimes
2025-01-15 15:13:03.468,Female,30-40,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Sometimes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-14 21:14:17.915,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)",Longer videos (podcasts etc),"Entertainment, Comedy",Yes,10-30mins,Yes,Sometimes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-15 15:17:28.106,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Longer videos (podcasts etc),"Entertainment, Comedy",Maybe,> 30 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 18:52:19.446,Male,30-40,Employed,8+ hours,2-4 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 21:00:59.633,Male,"30-40, 40-50, >50",Employed,6-8 hours,< 2 hours,Facebook,"Longer videos (>30 seconds), Reels (under 20 seconds)",Videos (< 10mins),"Entertainment, Comedy",No,> 30 mins,No,No,Neutral,Yes and i was successful,No
2025-01-15 13:34:48.645,Male,20-30,Student,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,Guilty,Yes and i was successful,Yes
2025-01-16 08:38:34.648,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Longer videos (podcasts etc),"Entertainment, Comedy",No,> 30 mins,No,Sometimes,Entertained,Yes and i was successful,Sometimes
2025-01-14 20:46:55.374,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,> 30 mins,Maybe,Yes,Neutral,Yes and i was successful,No
2025-01-14 20:47:31.260,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,< 5mins,Yes,Sometimes,Neutral,"No, I dont want to","No, Sometimes"
2025-01-14 22:59:47.246,"Male, Female",<20,Student,4-6 hours,2-4 hours,Instagram,Longer videos (>30 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,10-30mins,Yes,Yes,"Guilty, Entertained",Yes and i was successful,"Yes, Sometimes"
2025-01-14 20:46:56.613,Male,20-30,Employed,4-6 hours,< 2 hours,Youtube,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,< 5mins,Yes,No,Guilty,Yes and i was successful,No
2025-01-15 10:36:20.714,Male,20-30,Unemployed,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 03:54:39.498,Male,20-30,Employed,8+ hours,< 2 hours,Instagram,Longer videos (>30 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,> 30 mins,No,No,Neutral,Yes and i was successful,No
2025-01-15 13:20:38.916,Female,40-50,Freelancing,< 2hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),Educational,Yes,5-10 mins,Yes,Yes,Relaxed,"No, I dont want to",Sometimes
2025-01-15 19:21:02.636,Male,>50,Employed,2-4hours,2-4 hours,Facebook,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,5-10 mins,Yes,Yes,Relaxed,Yes and i was successful,Yes
2025-01-15 12:05:59.200,Male,>50,Employed,< 2hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,< 5mins,Maybe,Sometimes,Relaxed,"No, I dont want to",Yes
2025-01-15 16:42:13.249,Male,>50,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Lifestyle, Fitness",Maybe,10-30mins,No,Sometimes,Relaxed,Yes and i was successful,Sometimes
2025-01-14 20:31:54.981,Male,20-30,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",No,> 30 mins,No,No,Entertained,Yes and i was successful,No
2025-01-15 14:00:21.231,Female,40-50,Employed,< 2hours,< 2 hours,Facebook,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Maybe,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-14 21:27:57.052,Male,20-30,Employed,"4-6 hours, 8+ hours",2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)",Educational,Maybe,> 30 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 20:37:29.129,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,10-30mins,Maybe,Sometimes,Relaxed,Yes and i was successful,No
2025-01-15 15:16:18.236,Male,40-50,Employed,6-8 hours,< 2 hours,Facebook,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Latest trends, challenges etc",Yes,"5-10 mins, 10-30mins",Maybe,Yes,Entertained,Yes and i was successful,Sometimes
2025-01-15 15:16:18.236,Male,40-50,Employed,6-8 hours,< 2 hours,Facebook,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Latest trends, challenges etc",Yes,"5-10 mins, 10-30mins",Maybe,Yes,Entertained,Yes and i was successful,Sometimes
2025-01-15 12:05:59.200,Male,>50,Employed,< 2hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,< 5mins,Maybe,Sometimes,Relaxed,"No, I dont want to",Yes
2025-01-15 16:53:43.009,Male,40-50,Employed,< 2hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),Educational,No,> 30 mins,Yes,No,Neutral,"No, I dont want to",No
2025-01-15 12:55:23.907,Male,>50,Employed,6-8 hours,2-4 hours,Youtube,Reels (under 20 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",Yes,10-30mins,Maybe,Yes,"Relaxed, Guilty",Yes and i was unsuccessful,Sometimes
2025-01-15 21:35:57.252,Male,>50,Employed,8+ hours,< 2 hours,Facebook,"Reels (under 20 seconds), Instagram stories","Shorts, Videos (< 10mins)",Educational,Yes,> 30 mins,Yes,No,Entertained,Yes and i was successful,No
2025-01-15 15:32:00.783,Male,30-40,Employed,8+ hours,< 2 hours,Instagram,Instagram stories,Longer videos (podcasts etc),"Lifestyle, Fitness",No,5-10 mins,Yes,Sometimes,Neutral,Yes and i was successful,Yes
2025-01-15 01:59:01.146,Male,20-30,Employed,6-8 hours,4-6hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Entertained,Yes and i was successful,Yes
2025-01-16 08:38:34.648,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Longer videos (podcasts etc),"Entertainment, Comedy",No,> 30 mins,No,Sometimes,Entertained,Yes and i was successful,Sometimes
2025-01-15 15:50:55.771,Male,30-40,Employed,4-6 hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Shorts, Longer videos (podcasts etc)","Entertainment, Comedy",No,10-30mins,No,Sometimes,Entertained,Yes and i was successful,Yes
2025-01-15 15:13:03.468,Female,30-40,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Sometimes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-14 23:18:55.821,Male,20-30,Employed,"2-4hours, 8+ hours",2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness","Yes, Maybe",> 30 mins,Maybe,Sometimes,"Entertained, Neutral",Yes and i was successful,No
2025-01-16 09:51:35.539,Male,>50,Employed,< 2hours,< 2 hours,Youtube,Longer videos (>30 seconds),"Videos (< 10mins), Longer videos (podcasts etc)",Educational,Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-14 23:49:12.926,Male,20-30,Employed,6-8 hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-16 09:40:49.860,Male,20-30,Employed,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 23:18:27.945,Male,40-50,"Student, Employed",8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,> 30 mins,No,Sometimes,Entertained,Yes and i was successful,No
2025-01-14 22:59:32.096,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,10-30mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes
2025-01-15 09:16:48.558,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins), Longer videos (podcasts etc)",Educational,Yes,10-30mins,Yes,Yes,Neutral,Yes and i was successful,Sometimes
2025-01-15 17:03:58.756,Female,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),Educational,Yes,10-30mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-15 02:36:59.137,Male,20-30,Employed,4-6 hours,< 2 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,10-30mins,Yes,Yes,"Entertained, Neutral",Yes and i was unsuccessful,Sometimes
2025-01-15 15:24:19.619,Male,40-50,Employed,4-6 hours,2-4 hours,Youtube,Instagram stories,Longer videos (podcasts etc),Educational,No,> 30 mins,No,Sometimes,Entertained,Yes and i was successful,No
2025-01-15 16:00:10.969,Female,20-30,Employed,"4-6 hours, 6-8 hours",4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,< 5mins,Yes,"Yes, Sometimes",Entertained,Yes and i was unsuccessful,"Yes, Sometimes"
2025-01-14 20:46:55.374,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,> 30 mins,Maybe,Yes,Neutral,Yes and i was successful,No
2025-01-15 21:47:48.409,Male,30-40,"Student, Employed","2-4hours, 8+ hours",2-4 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,> 30 mins,No,No,Entertained,Yes and i was successful,Sometimes
2025-01-14 23:01:29.976,Female,20-30,Student,4-6 hours,4-6hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",Yes,10-30mins,No,No,Neutral,Yes and i was successful,No
2025-01-14 21:56:22.770,Female,20-30,Student,"6-8 hours, 8+ hours",4-6hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,"5-10 mins, 10-30mins",Yes,Yes,Relaxed,Yes and i was unsuccessful,Yes
2025-01-14 23:23:19.169,Male,20-30,Employed,8+ hours,4-6hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories","Shorts, Videos (< 10mins)","Entertainment, Comedy",No,> 30 mins,No,No,"Relaxed, Entertained, Neutral","No, I dont want to",No
2025-01-14 20:24:56.467,Female,20-30,Employed,4-6 hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Entertainment, Comedy",Yes,10-30mins,Yes,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-14 20:42:40.376,Male,20-30,Employed,"6-8 hours, 8+ hours",2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness",Maybe,10-30mins,Maybe,Yes,"Entertained, Neutral",Yes and i was successful,Sometimes
2025-01-14 20:46:30.070,Male,20-30,"Employed, Freelancing",2-4hours,2-4 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,No,"Yes, Sometimes","Relaxed, Guilty",Yes and i was successful,No
2025-01-14 22:26:40.008,Male,20-30,Student,"4-6 hours, 6-8 hours",< 2 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Maybe,5-10 mins,Yes,Sometimes,Entertained,Yes and i was successful,No
2025-01-15 14:00:21.231,Female,40-50,Employed,< 2hours,< 2 hours,Facebook,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Maybe,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-15 21:06:56.835,Male,30-40,"Employed, Freelancing",4-6 hours,4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,> 30 mins,No,No,Entertained,Yes and i was successful,Sometimes
2025-01-15 10:36:20.714,Male,20-30,Unemployed,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 15:16:18.236,Male,40-50,Employed,6-8 hours,< 2 hours,Facebook,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Latest trends, challenges etc",Yes,"5-10 mins, 10-30mins",Maybe,Yes,Entertained,Yes and i was successful,Sometimes
2025-01-15 11:51:23.740,Male,30-40,Employed,"6-8 hours, 8+ hours",< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Yes,"Relaxed, Guilty, Entertained",Yes and i was successful,Sometimes
2025-01-14 22:49:29.517,Female,20-30,"Employed, Freelancing",6-8 hours,4-6hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness",Yes,5-10 mins,Maybe,Sometimes,"Entertained, Neutral",Yes and i was unsuccessful,Yes
2025-01-15 15:05:27.043,Female,40-50,Employed,2-4hours,< 2 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)",Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 20:27:18.630,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-14 21:24:39.642,Male,20-30,Employed,6-8 hours,2-4 hours,Youtube,Reels (under 20 seconds),Longer videos (podcasts etc),"Entertainment, Comedy",Maybe,5-10 mins,No,Sometimes,Neutral,"No, I dont want to",Sometimes
2025-01-14 21:04:22.144,Male,20-30,Freelancing,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was successful,Yes
2025-01-14 20:49:30.746,Male,<20,Student,8+ hours,6-8 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,< 5mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-14 21:22:47.171,Male,20-30,Employed,4-6 hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",No,10-30mins,No,Yes,Relaxed,Yes and i was successful,Sometimes
2025-01-15 15:16:18.236,Male,40-50,Employed,6-8 hours,< 2 hours,Facebook,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Latest trends, challenges etc",Yes,"5-10 mins, 10-30mins",Maybe,Yes,Entertained,Yes and i was successful,Sometimes
2025-01-14 22:09:08.933,Male,30-40,Freelancing,8+ hours,2-4 hours,Youtube,Longer videos (>30 seconds),"Shorts, Videos (< 10mins), Longer videos (podcasts etc)",Educational,Maybe,"< 5mins, > 30 mins",Yes,No,Neutral,"No, I dont want to",No
2025-01-18 02:58:08.576,Female,20-30,Employed,< 2hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",No,> 30 mins,"Yes, No",No,Neutral,"No, I dont want to",No
2025-01-15 19:09:41.127,Male,>50,Unemployed,2-4hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",No,10-30mins,Maybe,No,Entertained,Yes and i was successful,No
2025-01-15 09:06:14.372,Male,20-30,Employed,"6-8 hours, 8+ hours",2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-14 21:25:34.392,Male,20-30,Employed,2-4hours,2-4 hours,Youtube,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness",Yes,5-10 mins,Yes,No,Neutral,Yes and i was successful,Yes
2025-01-14 22:38:11.166,Female,20-30,Student,2-4hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,"Relaxed, Entertained","No, I dont want to",Sometimes
2025-01-15 17:00:43.930,Male,40-50,Employed,2-4hours,2-4 hours,Facebook,Longer videos (>30 seconds),Shorts,"Entertainment, Comedy",Maybe,10-30mins,Yes,Yes,Relaxed,Yes and i was successful,Sometimes
2025-01-15 11:54:14.995,Male,30-40,Employed,2-4hours,2-4 hours,Youtube,Longer videos (>30 seconds),"Shorts, Longer videos (podcasts etc)",Educational,Yes,10-30mins,No,Sometimes,"Relaxed, Entertained",Yes and i was unsuccessful,Yes
2025-01-14 22:49:29.517,Female,20-30,"Employed, Freelancing",6-8 hours,4-6hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness",Yes,5-10 mins,Maybe,Sometimes,"Entertained, Neutral",Yes and i was unsuccessful,Yes
2025-01-14 21:22:47.171,Male,20-30,Employed,4-6 hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",No,10-30mins,No,Yes,Relaxed,Yes and i was successful,Sometimes
2025-01-15 21:34:09.205,Female,20-30,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),Educational,Yes,10-30mins,No,Sometimes,Neutral,Yes and i was unsuccessful,Yes
2025-01-15 12:56:56.662,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,"Longer videos (>30 seconds), Reels (under 20 seconds)",Shorts,"Entertainment, Comedy",No,10-30mins,No,No,Entertained,"No, I dont want to",No
2025-01-15 20:29:36.852,Male,40-50,Employed,8+ hours,< 2 hours,Facebook,"Longer videos (>30 seconds), Reels (under 20 seconds)",Shorts,"Lifestyle, Fitness",Yes,5-10 mins,Maybe,Sometimes,Entertained,Yes and i was successful,Sometimes
2025-01-15 09:35:59.793,Male,>50,Employed,8+ hours,8+ hours,Tiktok,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Maybe,> 30 mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes
2025-01-15 12:26:27.673,Male,>50,Employed,2-4hours,2-4 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,5-10 mins,No,Yes,Entertained,Yes and i was successful,No
2025-01-14 20:29:54.959,Female,20-30,Employed,2-4hours,2-4 hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,10-30mins,No,Yes,Entertained,Yes and i was successful,Sometimes
2025-01-14 20:46:55.374,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,> 30 mins,Maybe,Yes,Neutral,Yes and i was successful,No
2025-01-15 12:05:59.200,Male,>50,Employed,< 2hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,< 5mins,Maybe,Sometimes,Relaxed,"No, I dont want to",Yes
2025-01-15 20:00:42.972,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,10-30mins,Yes,Sometimes,Entertained,Yes and i was successful,Sometimes
2025-01-15 12:56:56.662,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,"Longer videos (>30 seconds), Reels (under 20 seconds)",Shorts,"Entertainment, Comedy",No,10-30mins,No,No,Entertained,"No, I dont want to",No
